BFY,FTYP,FUNDTYPE,APPR,DEPARTMENT,SVC,SERVICE,OBJECTGROUP,BUDCURR,ENCBFY,EXPBFY,ENCEXP
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.20,Residential Refuse Collection,Personnel Services,22801134,0,18978572.4,18978572.4
2023,GNFD,General Fund,0001BSD,Building Services,5.17,"City Facility Operation, Maintenance and Repair",Reimbursements,-1463700,0,-540773.08,-540773.08
2022,GNFD,General Fund,0001PER,Human Resources GF,9.99,Department Support,Personnel Services,1385816,0,1112498.74,1112498.74
2023,GNFD,General Fund,0001PBW,Public Works GF,2.72,Pavement Preservation,Contractual & Other Services,287685,141010.69,206286.46,347297.15
2023,GNFD,General Fund,0001PBW,Public Works GF,2.39,Service Maintenance Areas,Personnel Services,12998088,0,13784443.62,13784443.62
2022,GNFD,General Fund,0001OCC,Office of Community Care,3.08,Community/Senior Services,Supplies & Materials,175580,0,171275.5,171275.5
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.54,"Water Planning, Financial and Rate Services",Personnel Services,2204648,0,1781119.16,1781119.16
2023,OTHO,Other Operating Fund,0195ORM,Office of Risk Management,5.P,Risk Management Services,Contractual & Other Services,862993,3635.21,811055.93,814691.14
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.H,Environmental Services for City Fleet Operations,Reimbursements,-1004346,0,-212092.67,-212092.67
2023,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.63,Office of Equity,Personnel Services,1507716,0,908281.63,908281.63
2023,GNFD,General Fund,0001ECO,Economic Development GF,9.99,Department Support,Contractual & Other Services,107031,0,71155.21,71155.21
2023,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.50,Union Station,Supplies & Materials,271000,406.52,199636.95,200043.47
2023,GNFD,General Fund,RSVTRAN,Reserves & Transfers,5.44,Liability/Claims Fund Transfer,Contractual & Other Services,3501999,0,3501999,3501999
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,9.99,Department Support,Reimbursements,-2005113,0,0,0
2023,GNFD,General Fund,0001BSD,Building Services,2.07,Capital Facilities,Supplies & Materials,5802,0,1145.61,1145.61
2023,GNFD,General Fund,0001PNV,Planning and Urban Design GF,2.75,Zoning,Personnel Services,1993317,0,1294997.73,1294997.73
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Contractual & Other Services,4380490,-43532.47,5783334.26,5739801.79
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.I,Fuel Procurement and Management,Transfers Out,52590,0,0,0
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,3.22,Stormwater Regulations & Enforcement,Personnel Services,3346285,0,1524996.51,1524996.51
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.34,General Counsel,Supplies & Materials,-4800,0,6079.34,6079.34
2023,GNFD,General Fund,0001PNV,Planning and Urban Design GF,9.99,Department Support,Capital Outlay,0,19922.21,0,19922.21
2023,GNFD,General Fund,0001PBW,Public Works GF,2.39,Service Maintenance Areas,Supplies & Materials,3823372,306229.61,4737221.8,5043451.41
2022,GNFD,General Fund,0001TRN,Transportation GF,2.47,Traffic Operations Maintenance,Reimbursements,-1505032,0,-1129986.75,-1129986.75
2023,OTHO,Other Operating Fund,0278PER,Employee Benefits Administration,5.J,Administrative/HRIS,Supplies & Materials,22755,0,393.67,393.67
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.28,EMS Compliance Program,Contractual & Other Services,47074,0,0,0
2023,GNFD,General Fund,0001CVS,Civil Service GF,5.20,Civil Service Board Administration/Employee Appeals Process,Personnel Services,469547,0,357175.99,357175.99
2023,GNFD,General Fund,0001DPD,Police Department GF,1.25,Police Intelligence,Contractual & Other Services,968460,46175.3,670865.74,717041.04
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.06,Capital Construction and Debt Service,Transfers Out,45827500,0,46364670.62,46364670.62
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,Reimbursements,-100000,0,-50000,-50000
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.12,Cash and Debt Management,Contractual & Other Services,31716,0,117171.87,117171.87
2022,GNFD,General Fund,0001DPD,Police Department GF,1.24,Police Field Patrol,Capital Outlay,2000000,819444.29,1199456.52,2018900.81
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.65,City Attorneys Office - Administrative Support,Personnel Services,1245269,0,1211685.43,1211685.43
2023,GNFD,General Fund,0001DPD,Police Department GF,1.15,Juvenile Case Managers/First Offender Program,Supplies & Materials,0,0,1642.89,1642.89
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.O,Public Safety Technology Support,Personnel Services,1893495,0,1707002.86,1707002.86
2023,GNFD,General Fund,0001PNV,Planning and Urban Design GF,9.99,Department Support,Personnel Services,4398938,0,3326773.72,3326773.72
2023,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,2.05,Capital and Implementation Program,Capital Outlay,45000,0,0,0
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.16,Landfill Services,Supplies & Materials,4198723,3933.8,1969539.67,1973473.47
2023,GNFD,General Fund,0001CTJ,Judiciary GF,1.05,Court Security,Personnel Services,1038122,0,799743.13,799743.13
2023,GNFD,General Fund,0001CVS,Civil Service GF,5.05,Applicant Processing - Civilian,Contractual & Other Services,205154,0,238228.27,238228.27
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Reimbursements,-550098,0,0,0
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.53,Water Production and Delivery,Transfers Out,2777555,0,7026431.29,7026431.29
2023,GNFD,General Fund,0001PBW,Public Works GF,2.57,Street Forestry Division,Capital Outlay,329360.21,102836.48,239350.39,342186.87
2023,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.G,Disposal of Surplus and Police Unclaimed Property,Supplies & Materials,8301,2230.31,7698.52,9928.83
2022,GNFD,General Fund,0001LIB,Library GF,4.07,Library Operations & Public Service,Supplies & Materials,1689498,0,1561515.06,1561515.06
2023,GNFD,General Fund,0001OCA,Office of Cultural Affairs GF,4.11,Public Art for Dallas,Personnel Services,377816,0,201312.07,201312.07
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Contractual & Other Services,6199098,1654361.68,3817268.11,5471629.79
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.N,Internal Telephone and Data Communication,Personnel Services,1197737,0,925604.13,925604.13
2022,GNFD,General Fund,0001DPD,Police Department GF,1.22,Police Community Outreach,Personnel Services,1228894,0,13433638.13,13433638.13
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,9.99,Department Support,Contractual & Other Services,533,85.62,9723.22,9808.84
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.34,Private Development Survey,Contractual & Other Services,194114,0,777.17,777.17
2022,GNFD,General Fund,0001OCA,Office of Cultural Affairs GF,4.11,Public Art for Dallas,Personnel Services,399379,0,308487.48,308487.48
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.C,Business Technology Services,Transfers Out,420954,0,1328210.01,1328210.01
2023,GNFD,General Fund,0001TRN,Transportation GF,2.27,Administration and Interagency Management,Personnel Services,2467902.43,0,1826162.76,1826162.76
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.36,Grant Administration,Contractual & Other Services,123994,562.52,192805.65,193368.17
2022,GNFD,General Fund,0001PBW,Public Works GF,2.05,Capital and Implementation Program,Capital Outlay,758469,0,973572.47,973572.47
2023,GNFD,General Fund,0001CSC,Mgmt Services - 311 Customer Service Center,5.01,311 Customer Service Center,Contractual & Other Services,2027417,37409.72,1420318.29,1457728.01
2022,GNFD,General Fund,0001PBW,Public Works GF,2.72,Pavement Preservation,Contractual & Other Services,218103,25,538277.97,538302.97
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.05,Leisure Venue Management,Contractual & Other Services,15201550,0,16489559.72,16489559.72
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,9.99,Department Support,Supplies & Materials,106562,0,38896.77,38896.77
2023,GNFD,General Fund,0001BSD,Building Services,5.17,"City Facility Operation, Maintenance and Repair",Personnel Services,8285306,0,5989079.3,5989079.3
2022,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.36,Grant Administration,Contractual & Other Services,122656,9470.5,176873.67,186344.17
2023,GNFD,General Fund,0001PBW,Public Works GF,2.05,Capital and Implementation Program,Capital Outlay,758469,0,877498.3,877498.3
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.58,Open Records,Supplies & Materials,1200,0,770.73,770.73
2023,GNFD,General Fund,0001LIB,Library GF,4.07,Library Operations & Public Service,Contractual & Other Services,5679190,149705.78,4742489.52,4892195.3
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.10,"Planning, Design, Construction & EMS and Environ Compliance",Contractual & Other Services,1625875,3107.98,1094912.6,1098020.58
2023,GNFD,General Fund,0001BSD,Building Services,3.11,Custodial Maintenance,Supplies & Materials,416560,4866.36,291616.92,296483.28
2023,GNFD,General Fund,0001TRN,Transportation GF,2.47,Traffic Operations Maintenance,Supplies & Materials,17730269,483677.39,16903155.08,17386832.47
2023,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.G,Disposal of Surplus and Police Unclaimed Property,Personnel Services,223649,0,197588.87,197588.87
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.47,Payroll,Personnel Services,1867464,0,1588060.25,1588060.25
2023,GNFD,General Fund,0001DPD,Police Department GF,1.24,Police Field Patrol,Personnel Services,298437604,0,243201836.16,243201836.16
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.10,Boards and Commissions Support,Personnel Services,289598,0,233931.55,233931.55
2023,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.B,Business Services,Contractual & Other Services,654584,24850.01,724113.16,748963.17
2023,OTHO,Other Operating Fund,0191DSV,9-1-1 System Operations,5.A,9-1-1 Technology/Education Services,Contractual & Other Services,13159825,1308326.41,7597059.95,8905386.36
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.C,Business Technology Services,Personnel Services,6610419,0,4831630.89,4831630.89
2023,GNFD,General Fund,0001OEQ,Mgmt Services - Environmental Quaity,3.14,Environmental Quality,Reimbursements,-11036829,0,-5006789.24,-5006789.24
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,Personnel Services,1236446,0,943478.74,943478.74
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.13,Economic Development Major Projects & Other Programs,Reimbursements,-203702,0,0,0
2022,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.31,Fair Housing and Human Rights Compliance,Personnel Services,101388,0,92864.23,92864.23
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,1.19,Municipal Prosecution,Supplies & Materials,18250,0,6197.89,6197.89
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,Transfers Out,45025,0,0,0
2022,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.02,City Detention Center,Personnel Services,1693045,0,1579372.75,1579372.75
2022,GNFD,General Fund,0001PER,Human Resources GF,5.38,"EDDI (Engagement, Development, Diverse, Inclusion)",Supplies & Materials,3500,0,3450.41,3450.41
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.19,Citywide Capital and Operating Budget Dev and Monitoring,Reimbursements,-65000,0,0,0
2022,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.06,Dallas City Marshal,Reimbursements,-454465,0,-324443.17,-324443.17
2022,GNFD,General Fund,0001TRN,Transportation GF,2.48,Traffic Safety and Congestion Management,Personnel Services,2293733,0,1967345.44,1967345.44
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,1.28,Police Legal Liaison,Contractual & Other Services,25336,0,0,0
2022,GNFD,General Fund,0001CCS,Code Compliance GF,3.10,Consumer Health,Reimbursements,-204560,0,-82549.47,-82549.47
2022,GNFD,General Fund,0001CMO,City Manager's Office GF,5.30,Ethics and Compliance,Personnel Services,119941,0,126057.18,126057.18
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.I,Fuel Procurement and Management,Personnel Services,960606,0,847727.56,847727.56
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.65,City Attorneys Office - Administrative Support,Personnel Services,1433181,0,1411590.14,1411590.14
2022,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.57,Welcoming Communities & Immigrant Affairs,Personnel Services,586614,0,536334.27,536334.27
2022,GNFD,General Fund,0001CMO,City Manager's Office GF,5.30,Ethics and Compliance,Contractual & Other Services,70207,0,49293.2,49293.2
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.62,Contract Compliance and Monitoring,Personnel Services,497627,0,506315.4,506315.4
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Capital Outlay,170000,0,0,0
2022,GNFD,General Fund,0001DPD,Police Department GF,1.15,Juvenile Case Managers/First Offender Program,Supplies & Materials,0,0,123.36,123.36
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.05,Leisure Venue Management,Personnel Services,828882.21,0,571298.38,571298.38
2022,GNFD,General Fund,0001PBW,Public Works GF,2.56,Street Resurfacing,Capital Outlay,793780,0,231409.9,231409.9
2022,GNFD,General Fund,0001DAS,Dallas Animal Services GF,3.12,Dallas Animal Services,Reimbursements,-265356,0,-265356,-265356
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.11,Fire Investigation & Explosive Ordnance Disposal,Personnel Services,4139104,0,4133246.55,4133246.55
2022,GNFD,General Fund,0001PBW,Public Works GF,2.58,Street Maintenance Contracts,Transfers Out,8500000,0,8499999.96,8499999.96
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.12,Cash and Debt Management,Debt Svc-Interest On Bonds,54500,0,17542,17542
2023,GNFD,General Fund,0001OHS,Office of Homeless Solutions,3.09,Comprehensive Homeless Outreach,Capital Outlay,247728,0,0,0
2022,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,2.37,Resiliency Office,Supplies & Materials,0,0,183.41,183.41
2022,GNFD,General Fund,0001CMO,City Manager's Office GF,5.41,Office of Strategic Partnerships and Government Affairs,Personnel Services,131003,0,0,0
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.53,Water Production and Delivery,Personnel Services,38766934,0,37932620.1,37932620.1
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.55,Water Utilities Customer Account Services,Transfers Out,1353243,0,0,0
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.13,Fire-Rescue Equipment Maintenance and Supply,Reimbursements,-133017,0,-92246.34,-92246.34
2022,GNFD,General Fund,0001AUD,City Auditor's Office GF,5.08,"Audits, Attestations and Investigations",Supplies & Materials,24991,0,2811.4,2811.4
2022,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.10,Boards and Commissions Support,Personnel Services,264378,0,250185.86,250185.86
2022,GNFD,General Fund,0001PER,Human Resources GF,5.38,"EDDI (Engagement, Development, Diverse, Inclusion)",Personnel Services,696854,0,578664.77,578664.77
2022,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.39,Sobering Center,Personnel Services,897009,0,648678.99,648678.99
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Transfers Out,965048,0,0,0
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.55,Water Utilities Customer Account Services,Personnel Services,17544125,0,15721907.59,15721907.59
2022,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.09,Convention Center Debt Service Payment,Transfers Out,23484163,0,17551465.24,17551465.24
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.33,Special Operations,Personnel Services,9006300,0,7939818.2,7939818.2
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.17,Field Inspections of Private Development Construction Sites,Personnel Services,6757717,0,6861244.26,6861244.26
2022,GNFD,General Fund,0001BMS,Office of Financial Services GF,9.99,Department Support,Personnel Services,299119,0,268340.62,268340.62
